Processing molecule: formaldehyde
Running with beta = 8
Running with l = 60
read ../formaldehyde/gamma_VASP_RNDbasis1.dat
Davidson
Iter 1: V_size = 32, Converged = 0, ‖r‖ (largest λ) = 44.648751310431436
Iter 154: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.11465872683004295
Iter 155: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.11357619877538322
Iter 156: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.11297345573919385
Iter 157: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.11366813241449127
Iter 158: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.11205913641449153
Iter 159: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.11066814479951685
Iter 160: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.10939738535867685
Iter 161: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.10872596773973608
Iter 162: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.10862803563016032
Iter 163: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.1072243656257169
Iter 164: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.10676438433093437
Iter 165: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.10654115560420949
Iter 166: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.10502437000423198
Iter 167: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.10460345232028792
Iter 168: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.1044574670537227
Iter 169: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.10455543046147946
Iter 170: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.10441976447633237
Iter 171: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.104289921124831
Iter 172: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.10412403330202151
Iter 173: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.1042877752379182
Iter 174: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.10435804682073775
Iter 175: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.10440612557414
Iter 176: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.10467135929145988
Iter 177: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.10246683886718803
Iter 178: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.10239295223409696
Iter 179: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.10205872422662388
Iter 180: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.10205625947641773
Iter 181: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.10205295603028508
Iter 182: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.10187659091200844
Iter 183: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.10088940520519078
Iter 184: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.10061738222195635
Iter 185: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.1002368267907534
Iter 186: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.10025095074393786
Iter 187: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.10006066607427098
Iter 188: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.10008956661496242
Iter 189: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.10016047554880061
Iter 190: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09938230024304391
Iter 191: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09957530911768434
Iter 192: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09948755703697214
Iter 193: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09947902752626682
Iter 194: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09949515012971807
Iter 195: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0993117970931453
Iter 196: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09947872499970217
Iter 197: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09930931425873626
Iter 198: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09904753836924873
Iter 199: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09886566132945698
Iter 200: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09859939762598675
Iter 201: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09835364639111682
Iter 202: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09776770688685578
Iter 203: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09739591820284041
Iter 204: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0970125339789995
Iter 205: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0969433807629719
Iter 206: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09664053207350282
Iter 207: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09624796916564135
Iter 208: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09526156286197579
Iter 209: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09489266596395303
Iter 210: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09511045094851908
Iter 211: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09497111878670966
Iter 212: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09457266001410841
Iter 213: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09460833542820854
Iter 214: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09380053637102193
Iter 215: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09390578357554408
Iter 216: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0934761708625523
Iter 217: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09338341093602634
Iter 218: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0933904038286544
Iter 219: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09333388722054312
Iter 220: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09321853893277261
Iter 221: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09293533967894291
Iter 222: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09296360298678719
Iter 223: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09296205711000206
Iter 224: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0925726424212974
Iter 225: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0924299079168736
Iter 226: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09194975939424645
Iter 227: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09162628177765134
Iter 228: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09167339970992895
Iter 229: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0915151935535882
Iter 230: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09131128590331827
Iter 231: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09121383849092721
Iter 232: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0911627335706057
Iter 233: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09115239022994105
Iter 234: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09102767608405705
Iter 235: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0909618139742942
Iter 236: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09080902954693428
Iter 237: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09070867467922616
Iter 238: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09066389478575551
Iter 239: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.09044604078914255
Iter 240: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08977018881291585
Iter 241: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0895047015590378
Iter 242: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08951194892776673
Iter 243: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08959122116002718
Iter 244: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08951021720588087
ERROR: LoadError: BoundsError: attempt to access 71-element Vector{Float64} at index [1:300]
Stacktrace:
 [1] throw_boundserror(A::Vector{Float64}, I::Tuple{UnitRange{Int64}})
   @ Base ./essentials.jl:14
 [2] checkbounds
   @ ./abstractarray.jl:699 [inlined]
 [3] getindex
   @ ./array.jl:936 [inlined]
 [4] main(molecule::String, l::Int64, beta::Int64, factor::Int64, max_iter::Int64)
   @ Main ~/MA_best/OFFICIAL_calculations/Defl_formaldehyde.jl:266
 [5] top-level scope
   @ ~/MA_best/OFFICIAL_calculations/Defl_formaldehyde.jl:282
in expression starting at /home/fmereto/MA_best/OFFICIAL_calculations/Defl_formaldehyde.jl:275
Iter 245: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08951051477532072
Iter 246: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0893364222821439
Iter 247: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08873735786526972
Iter 248: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08877102671264563
Iter 249: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0888219297411469
Iter 250: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08873514492418066
Iter 251: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08856821836425748
Iter 252: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08873324374835376
Iter 253: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08859491035805206
Iter 254: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08847736171464726
Iter 255: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08831119399535949
Iter 256: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0881674920656122
Iter 257: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08808393171915928
Iter 258: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08815109102845704
Iter 259: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08808829917841828
Iter 260: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08799833697410445
Iter 261: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08802386324727794
Iter 262: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08791531477960296
Iter 263: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08788108583247706
Iter 264: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08742837334980352
Iter 265: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08744032242571532
Iter 266: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08746884800709569
Iter 267: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08743707685637951
Iter 268: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08718691715190184
Iter 269: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08683609174146849
Iter 270: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.086744203195186
Iter 271: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08671968117381366
Iter 272: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08673984028975494
Iter 273: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0867960533537454
Iter 274: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08680368122032299
Iter 275: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0868395414957524
Iter 276: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0864042155911173
Iter 277: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08643510391676781
Iter 278: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08634680555860122
Iter 279: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08627510714077741
Iter 280: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08622324939160975
Iter 281: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08610581890481954
Iter 282: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08592609046722331
Iter 283: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0856201972619319
Iter 284: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08539231314716071
Iter 285: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08530253293311842
Iter 286: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08526164833428115
Iter 287: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08525846269707762
Iter 288: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08531734015206277
Iter 289: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08534487078654139
Iter 290: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.085256007323809
Iter 291: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08516555848170247
Iter 292: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08512881270881932
Iter 293: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0849687329987713
Iter 294: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08499309183361964
Iter 295: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08498768595122204
Iter 296: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08490702577956127
Iter 297: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0848563366948566
Iter 298: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08478584488268431
Iter 299: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08473435680952918
Iter 300: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08462730027606817
Iter 301: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08455284486912655
Iter 302: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08444755628011485
Iter 303: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08440938293436892
Iter 304: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08439563028898207
Iter 305: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08428365431961558
Iter 306: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08415988446913225
Iter 307: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08395053875612023
Iter 308: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0839214965385698
Iter 309: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08391224290215686
Iter 310: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08362806598408613
Iter 311: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08357698948342092
Iter 312: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08359591596656209
Iter 313: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0834344030205131
Iter 314: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08347902014104633
Iter 315: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08345078222719893
Iter 316: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0834981056253077
Iter 317: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08344883846079544
Iter 318: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0832205018207981
Iter 319: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08318529074907564
Iter 320: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08316719519556234
Iter 321: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08308560548016695
Iter 322: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08300398659060228
Iter 323: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08289068203311042
Iter 324: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08293462244424608
Iter 325: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08289347725481294
Iter 326: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08280604894685901
Iter 327: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08281730745838231
Iter 328: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08272259774687601
Iter 329: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08274152573973194
Iter 330: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08279137425867826
Iter 331: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0828481731288227
Iter 332: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0827471417198563
Iter 333: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08274400089944801
Iter 334: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08260064937457534
Iter 335: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08264412482702066
Iter 336: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08252349848030521
Iter 337: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0825224952944946
Iter 338: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08245398368859158
Iter 339: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08252346145492329
Iter 340: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08254745309395961
Iter 341: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08254514834435285
Iter 342: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08245259250024559
Iter 343: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08241585787659884
Iter 344: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08240751218280992
Iter 345: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08240720700856395
Iter 346: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08240236628518441
Iter 347: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08238019798295271
Iter 348: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08239017178006552
Iter 349: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08243575349586336
Iter 350: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08223075357934775
Iter 351: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08218925419917121
Iter 352: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08211683019062371
Iter 353: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08212308297795812
Iter 354: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08210779793176452
Iter 355: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08186355141034134
Iter 356: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08185421835899769
Iter 357: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08183047445642287
Iter 358: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08185953510645397
Iter 359: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08183514203849215
Iter 360: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0818308345110122
Iter 361: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08176200939688776
Iter 362: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08179397272164352
Iter 363: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08177919413526089
Iter 364: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08176592156483042
Iter 365: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0816811706272018
Iter 366: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08170586377571823
Iter 367: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08170639908022753
Iter 368: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08169809160843743
Iter 369: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08167578468300586
Iter 370: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08167093467255422
Iter 371: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08164413152296145
Iter 372: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08162971533032058
Iter 373: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08157008967461296
Iter 374: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08152126470707884
Iter 375: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08142102378711702
Iter 376: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0814224550181727
Iter 377: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0814323893076151
Iter 378: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08137843694113878
Iter 379: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08139064483876163
Iter 380: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08138854904460704
Iter 381: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08140756172595462
Iter 382: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08142805930797861
Iter 383: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08142077707719507
Iter 384: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08141805590821505
Iter 385: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08141782811939498
Iter 386: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08142755604020335
Iter 387: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08141821235146596
Iter 388: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0814211016304941
Iter 389: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08141704286764785
Iter 390: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08133432524482093
Iter 391: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.081334435276292
Iter 392: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08130463758250815
Iter 393: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08129984744391326
Iter 394: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08131756958465734
Iter 395: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08131403817722205
Iter 396: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0813015897420894
Iter 397: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0813425943549342
Iter 398: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08134431086574019
Iter 399: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08132379290266044
Iter 400: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08133009582937033
Iter 401: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08130665549562541
Iter 402: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08128498368570106
Iter 403: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0812355932528299
Iter 404: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08117834890098277
Iter 405: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08116941481766614
Iter 406: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08116020583892107
Iter 407: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08099859634512098
Iter 408: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08096549258811402
Iter 409: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08092299888300698
Iter 410: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08092443709431067
Iter 411: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08089758702681157
Iter 412: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08082499932507423
Iter 413: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08086376476233481
Iter 414: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08080299684915765
Iter 415: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0807350182014933
Iter 416: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08070879460561355
Iter 417: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08070077947587327
Iter 418: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0807050806055838
Iter 419: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08071483350348861
Iter 420: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08079504542410641
Iter 421: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08074439564674961
Iter 422: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08072499121584291
Iter 423: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08073019670126053
Iter 424: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0807074169836033
Iter 425: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0806505189699557
Iter 426: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08062271349187335
Iter 427: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08063177560153069
Iter 428: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08061652966978987
Iter 429: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08062856644312695
Iter 430: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.080611485610908
Iter 431: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08061251942317156
Iter 432: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08061687982233534
Iter 433: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0806210283716298
Iter 434: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08057811505370821
Iter 435: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08059712803981099
Iter 436: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08060395492266285
Iter 437: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08059796732624847
Iter 438: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08062037185056767
Iter 439: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.080600780241844
Iter 440: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08056725926267404
Iter 441: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08055146984627085
Iter 442: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08054882837615308
Iter 443: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08055471513508278
Iter 444: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08061292245412131
Iter 445: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08047054502410803
Iter 446: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08046077282296266
Iter 447: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08046716374711217
Iter 448: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0804038468485008
Iter 449: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08039403004943588
Iter 450: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08039282924617298
Iter 451: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0804007212090775
Iter 452: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08040028191571397
Iter 453: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08032044192616465
Iter 454: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0802707222744444
Iter 455: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.08016034369843641
Iter 456: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.0801054183617713
Iter 457: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07990210186256558
Iter 458: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07992464788056353
Iter 459: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07991940519614046
Iter 460: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.07984448991084038
Iter 461: V_size = 240, Converged = 71, ‖r‖ (largest λ) = 0.079824897440717
