Processing molecule: uracil
Running with beta = 40
Running with l = 210
Starting Davidson with n_aux = 840, l_buffer = 410, thresh = 0.0015, max_iter = 500
Iter 1: V_size = 42, Converged = 0, ‖r‖ (largest λ) = 1.4440469943908738
EV 957 converged λ = -0.1301266557, ‖r‖ = 1.24e-04, stable for 3 iters
EV 958 converged λ = -0.1294664159, ‖r‖ = 1.16e-04, stable for 3 iters
EV 959 converged λ = -0.1290977639, ‖r‖ = 1.30e-04, stable for 3 iters
EV 960 converged λ = -0.1288218676, ‖r‖ = 1.09e-04, stable for 3 iters
EV 961 converged λ = -0.1283819007, ‖r‖ = 9.78e-05, stable for 3 iters
EV 962 converged λ = -0.1277455090, ‖r‖ = 1.16e-04, stable for 3 iters
EV 963 converged λ = -0.1271293808, ‖r‖ = 1.09e-04, stable for 3 iters
EV 964 converged λ = -0.1267875610, ‖r‖ = 1.11e-04, stable for 3 iters
EV 965 converged λ = -0.1262838720, ‖r‖ = 1.02e-04, stable for 3 iters
EV 966 converged λ = -0.1260074538, ‖r‖ = 1.08e-04, stable for 3 iters
EV 967 converged λ = -0.1254490144, ‖r‖ = 1.20e-04, stable for 3 iters
EV 968 converged λ = -0.1253041386, ‖r‖ = 1.19e-04, stable for 3 iters
EV 969 converged λ = -0.1249909376, ‖r‖ = 1.04e-04, stable for 3 iters
EV 970 converged λ = -0.1241463042, ‖r‖ = 1.12e-04, stable for 3 iters
EV 971 converged λ = -0.1234832395, ‖r‖ = 1.12e-04, stable for 3 iters
EV 972 converged λ = -0.1231451994, ‖r‖ = 1.02e-04, stable for 3 iters
EV 973 converged λ = -0.1225980364, ‖r‖ = 1.11e-04, stable for 3 iters
EV 974 converged λ = -0.1224530996, ‖r‖ = 1.05e-04, stable for 3 iters
EV 975 converged λ = -0.1217446530, ‖r‖ = 1.15e-04, stable for 3 iters
EV 976 converged λ = -0.1213125255, ‖r‖ = 1.00e-04, stable for 3 iters
EV 977 converged λ = -0.1209984060, ‖r‖ = 1.07e-04, stable for 3 iters
EV 978 converged λ = -0.1205626364, ‖r‖ = 1.07e-04, stable for 3 iters
EV 979 converged λ = -0.1199985207, ‖r‖ = 1.08e-04, stable for 3 iters
EV 980 converged λ = -0.1193677983, ‖r‖ = 1.03e-04, stable for 3 iters
EV 981 converged λ = -0.1189941740, ‖r‖ = 9.70e-05, stable for 3 iters
EV 982 converged λ = -0.1187351899, ‖r‖ = 9.80e-05, stable for 3 iters
EV 983 converged λ = -0.1183577889, ‖r‖ = 1.08e-04, stable for 3 iters
EV 984 converged λ = -0.1180081591, ‖r‖ = 1.13e-04, stable for 3 iters
EV 985 converged λ = -0.1175792858, ‖r‖ = 9.78e-05, stable for 3 iters
EV 986 converged λ = -0.1168590670, ‖r‖ = 1.03e-04, stable for 3 iters
EV 987 converged λ = -0.1164490256, ‖r‖ = 1.08e-04, stable for 3 iters
EV 988 converged λ = -0.1157578096, ‖r‖ = 1.04e-04, stable for 3 iters
EV 989 converged λ = -0.1156622707, ‖r‖ = 9.94e-05, stable for 3 iters
EV 990 converged λ = -0.1154819540, ‖r‖ = 1.01e-04, stable for 3 iters
EV 991 converged λ = -0.1151200523, ‖r‖ = 9.87e-05, stable for 3 iters
EV 992 converged λ = -0.1145656203, ‖r‖ = 1.00e-04, stable for 3 iters
EV 993 converged λ = -0.1140116268, ‖r‖ = 1.08e-04, stable for 3 iters
EV 994 converged λ = -0.1137137215, ‖r‖ = 9.87e-05, stable for 3 iters
EV 995 converged λ = -0.1131081987, ‖r‖ = 1.03e-04, stable for 3 iters
EV 996 converged λ = -0.1126896526, ‖r‖ = 1.08e-04, stable for 3 iters
EV 997 converged λ = -0.1125058619, ‖r‖ = 1.04e-04, stable for 3 iters
EV 998 converged λ = -0.1119493799, ‖r‖ = 9.62e-05, stable for 3 iters
EV 999 converged λ = -0.1114050487, ‖r‖ = 1.13e-04, stable for 3 iters
EV 1000 converged λ = -0.1111643167, ‖r‖ = 1.07e-04, stable for 3 iters
EV 1001 converged λ = -0.1109825548, ‖r‖ = 1.06e-04, stable for 3 iters
EV 1002 converged λ = -0.1106363523, ‖r‖ = 1.10e-04, stable for 3 iters
EV 1003 converged λ = -0.1102440429, ‖r‖ = 1.03e-04, stable for 3 iters
EV 1004 converged λ = -0.1097624477, ‖r‖ = 9.63e-05, stable for 3 iters
EV 1005 converged λ = -0.1092780771, ‖r‖ = 1.09e-04, stable for 3 iters
EV 1006 converged λ = -0.1090594409, ‖r‖ = 1.04e-04, stable for 3 iters
EV 1007 converged λ = -0.1087908203, ‖r‖ = 9.37e-05, stable for 3 iters
EV 1008 converged λ = -0.1087250474, ‖r‖ = 1.07e-04, stable for 3 iters
EV 1009 converged λ = -0.1083976229, ‖r‖ = 1.14e-04, stable for 3 iters
EV 1010 converged λ = -0.1080099624, ‖r‖ = 1.10e-04, stable for 3 iters
EV 1011 converged λ = -0.1078250391, ‖r‖ = 1.04e-04, stable for 3 iters
EV 1012 converged λ = -0.1073177203, ‖r‖ = 9.77e-05, stable for 3 iters
EV 1013 converged λ = -0.1070744936, ‖r‖ = 1.03e-04, stable for 3 iters
EV 1014 converged λ = -0.1069140853, ‖r‖ = 9.64e-05, stable for 3 iters
EV 1015 converged λ = -0.1065396620, ‖r‖ = 1.08e-04, stable for 3 iters
EV 1016 converged λ = -0.1061073838, ‖r‖ = 1.01e-04, stable for 3 iters
EV 1017 converged λ = -0.1055152946, ‖r‖ = 9.92e-05, stable for 3 iters
EV 1018 converged λ = -0.1054291960, ‖r‖ = 1.11e-04, stable for 3 iters
EV 1019 converged λ = -0.1049883854, ‖r‖ = 1.07e-04, stable for 3 iters
EV 1020 converged λ = -0.1045687291, ‖r‖ = 9.47e-05, stable for 3 iters
EV 1021 converged λ = -0.1041473096, ‖r‖ = 1.04e-04, stable for 3 iters
EV 1022 converged λ = -0.1039282196, ‖r‖ = 1.06e-04, stable for 3 iters
EV 1023 converged λ = -0.1038270721, ‖r‖ = 1.03e-04, stable for 3 iters
EV 1024 converged λ = -0.1035047070, ‖r‖ = 1.07e-04, stable for 3 iters
EV 1025 converged λ = -0.1032029037, ‖r‖ = 9.41e-05, stable for 3 iters
EV 1026 converged λ = -0.1030195184, ‖r‖ = 9.88e-05, stable for 3 iters
EV 1027 converged λ = -0.1023788110, ‖r‖ = 1.06e-04, stable for 3 iters
EV 1028 converged λ = -0.1020745964, ‖r‖ = 9.72e-05, stable for 3 iters
EV 1029 converged λ = -0.1018511056, ‖r‖ = 1.00e-04, stable for 3 iters
EV 1030 converged λ = -0.1015431533, ‖r‖ = 9.71e-05, stable for 3 iters
EV 1031 converged λ = -0.1011157447, ‖r‖ = 9.56e-05, stable for 3 iters
EV 1032 converged λ = -0.1007891693, ‖r‖ = 1.01e-04, stable for 3 iters
EV 1033 converged λ = -0.1004283717, ‖r‖ = 9.83e-05, stable for 3 iters
EV 1034 converged λ = -0.0996018951, ‖r‖ = 1.09e-04, stable for 3 iters
EV 1035 converged λ = -0.0994798068, ‖r‖ = 1.03e-04, stable for 3 iters
EV 1036 converged λ = -0.0991959668, ‖r‖ = 9.09e-05, stable for 3 iters
EV 1037 converged λ = -0.0989618401, ‖r‖ = 9.89e-05, stable for 3 iters
EV 1038 converged λ = -0.0987990816, ‖r‖ = 9.64e-05, stable for 3 iters
EV 1039 converged λ = -0.0984089759, ‖r‖ = 1.02e-04, stable for 3 iters
EV 1040 converged λ = -0.0981298783, ‖r‖ = 8.65e-05, stable for 3 iters
EV 1041 converged λ = -0.0979065501, ‖r‖ = 1.01e-04, stable for 3 iters
EV 1042 converged λ = -0.0977691729, ‖r‖ = 9.25e-05, stable for 3 iters
EV 1043 converged λ = -0.0973851946, ‖r‖ = 1.06e-04, stable for 3 iters
EV 1044 converged λ = -0.0968658662, ‖r‖ = 1.04e-04, stable for 3 iters
EV 1045 converged λ = -0.0964742813, ‖r‖ = 1.04e-04, stable for 3 iters
EV 1046 converged λ = -0.0960816576, ‖r‖ = 9.49e-05, stable for 3 iters
EV 1047 converged λ = -0.0954778013, ‖r‖ = 8.30e-05, stable for 3 iters
EV 1048 converged λ = -0.0954100580, ‖r‖ = 1.02e-04, stable for 3 iters
EV 1049 converged λ = -0.0948807035, ‖r‖ = 1.01e-04, stable for 3 iters
EV 1050 converged λ = -0.0944869893, ‖r‖ = 1.01e-04, stable for 3 iters
EV 1051 converged λ = -0.0940032423, ‖r‖ = 1.01e-04, stable for 3 iters
EV 1052 converged λ = -0.0936321882, ‖r‖ = 9.70e-05, stable for 3 iters
EV 1053 converged λ = -0.0934724296, ‖r‖ = 9.45e-05, stable for 3 iters
EV 1054 converged λ = -0.0929981469, ‖r‖ = 9.32e-05, stable for 3 iters
EV 1055 converged λ = -0.0929021401, ‖r‖ = 1.01e-04, stable for 3 iters
EV 1056 converged λ = -0.0925698550, ‖r‖ = 1.01e-04, stable for 3 iters
EV 1057 converged λ = -0.0921223190, ‖r‖ = 1.00e-04, stable for 3 iters
EV 1058 converged λ = -0.0917167782, ‖r‖ = 9.69e-05, stable for 3 iters
EV 1059 converged λ = -0.0916358129, ‖r‖ = 1.00e-04, stable for 3 iters
EV 1060 converged λ = -0.0915665654, ‖r‖ = 9.79e-05, stable for 3 iters
EV 1061 converged λ = -0.0910729760, ‖r‖ = 9.71e-05, stable for 3 iters
EV 1062 converged λ = -0.0907845605, ‖r‖ = 9.38e-05, stable for 3 iters
EV 1063 converged λ = -0.0903107247, ‖r‖ = 9.49e-05, stable for 3 iters
EV 1064 converged λ = -0.0898497410, ‖r‖ = 1.01e-04, stable for 3 iters
EV 1065 converged λ = -0.0896090597, ‖r‖ = 9.11e-05, stable for 3 iters
EV 1066 converged λ = -0.0895872747, ‖r‖ = 9.67e-05, stable for 3 iters
EV 1067 converged λ = -0.0894003037, ‖r‖ = 9.15e-05, stable for 3 iters
EV 1068 converged λ = -0.0890657118, ‖r‖ = 8.60e-05, stable for 3 iters
EV 1069 converged λ = -0.0884449339, ‖r‖ = 8.76e-05, stable for 3 iters
EV 1070 converged λ = -0.0882026023, ‖r‖ = 9.33e-05, stable for 3 iters
EV 1071 converged λ = -0.0875314525, ‖r‖ = 8.89e-05, stable for 3 iters
EV 1072 converged λ = -0.0873908119, ‖r‖ = 8.42e-05, stable for 3 iters
EV 1073 converged λ = -0.0869867347, ‖r‖ = 9.03e-05, stable for 3 iters
EV 1074 converged λ = -0.0866667011, ‖r‖ = 9.69e-05, stable for 3 iters
EV 1075 converged λ = -0.0859462239, ‖r‖ = 9.43e-05, stable for 3 iters
EV 1076 converged λ = -0.0858354135, ‖r‖ = 9.67e-05, stable for 3 iters
EV 1077 converged λ = -0.0856477431, ‖r‖ = 9.28e-05, stable for 3 iters
EV 1078 converged λ = -0.0850935778, ‖r‖ = 9.42e-05, stable for 3 iters
EV 1079 converged λ = -0.0838742922, ‖r‖ = 8.84e-05, stable for 3 iters
EV 1080 converged λ = -0.0834549348, ‖r‖ = 9.40e-05, stable for 3 iters
EV 1081 converged λ = -0.0830083701, ‖r‖ = 8.34e-05, stable for 3 iters
EV 1082 converged λ = -0.0827857794, ‖r‖ = 8.78e-05, stable for 3 iters
EV 1083 converged λ = -0.0805408380, ‖r‖ = 8.78e-05, stable for 3 iters
EV 1084 converged λ = -0.0802628366, ‖r‖ = 9.00e-05, stable for 3 iters
EV 1085 converged λ = -0.0799233793, ‖r‖ = 8.39e-05, stable for 3 iters
EV 1086 converged λ = -0.0798294410, ‖r‖ = 9.13e-05, stable for 3 iters
EV 1087 converged λ = -0.0783506001, ‖r‖ = 8.48e-05, stable for 3 iters
EV 1088 converged λ = -0.0777412549, ‖r‖ = 8.25e-05, stable for 3 iters
EV 1089 converged λ = -0.0773882185, ‖r‖ = 8.59e-05, stable for 3 iters
EV 1090 converged λ = -0.0772223894, ‖r‖ = 8.58e-05, stable for 3 iters
EV 1091 converged λ = -0.0769020685, ‖r‖ = 8.42e-05, stable for 3 iters
EV 1092 converged λ = -0.0766461761, ‖r‖ = 8.69e-05, stable for 3 iters
EV 1093 converged λ = -0.0758695366, ‖r‖ = 8.31e-05, stable for 3 iters
EV 1094 converged λ = -0.0752929825, ‖r‖ = 8.40e-05, stable for 3 iters
EV 1095 converged λ = -0.0660753099, ‖r‖ = 7.53e-05, stable for 3 iters
Iter 12: V_size = 4139, Converged = 1095, ‖r‖ (largest λ) = 0.00022555806737837862
Iter 13: V_size = 1906, Converged = 1095, ‖r‖ (largest λ) = 0.2433207949579024
Lowest 1050 eigenvalues are isolated and converged. Stopping.
11109.614386 seconds (741.86 M allocations: 58.667 TiB, 1.21% gc time)
Number of FLOPs: 143006885764912

Reading exact Eigenvalues...
Reading eigenvalues from ../Eigenvalues_folder/eigenres_uracil_RNDbasis.jld2

Compute the difference between computed and exact eigenvalues:
  1: 27.3826391764 (computed) - 27.3826391764 (exact) = -2.4869e-14
  2: 26.9107399483 (computed) - 26.9107399483 (exact) = -7.1054e-15
  3: 26.6519306426 (computed) - 26.6519306426 (exact) = -1.4211e-14
  4: 25.9594312423 (computed) - 25.9594312423 (exact) = -7.1054e-15
  5: 24.5738981125 (computed) - 24.5738981125 (exact) = -3.5527e-15
  6: 24.1323032907 (computed) - 24.1323032907 (exact) = -1.0658e-14
  7: 18.7320695834 (computed) - 18.7320695834 (exact) = -1.0658e-14
  8: 17.7811012306 (computed) - 17.7811012306 (exact) =  1.0658e-14
  9: 17.5239896606 (computed) - 17.5239896606 (exact) =  7.1054e-15
 10: 17.0362455452 (computed) - 17.0362455452 (exact) = -1.0658e-14
 11: 17.0032620156 (computed) - 17.0032620156 (exact) =  0.0000e+00
 12: 16.2455096881 (computed) - 16.2455096881 (exact) =  0.0000e+00
 13: 13.1142145009 (computed) - 13.1142145009 (exact) = -3.5527e-15
 14: 13.0015786107 (computed) - 13.0015786107 (exact) =  5.3291e-15
 15: 12.6587225239 (computed) - 12.6587225239 (exact) = -3.5527e-15
 16: 12.5214917217 (computed) - 12.5214917217 (exact) =  7.1054e-15
 17: 12.1891001063 (computed) - 12.1891001063 (exact) = -1.7764e-15
 18: 12.1029077240 (computed) - 12.1029077240 (exact) =  1.7764e-15
 19: 11.9413612509 (computed) - 11.9413612509 (exact) = -1.7764e-15
 20: 11.8862958231 (computed) - 11.8862958231 (exact) =  0.0000e+00
 21: 11.8134315106 (computed) - 11.8134315106 (exact) = -5.3291e-15
 22: 11.8021536145 (computed) - 11.8021536145 (exact) =  3.5527e-15
 23: 10.6623276526 (computed) - 10.6623276526 (exact) = -3.5527e-15
 24: 10.2274753298 (computed) - 10.2274753298 (exact) =  1.7764e-15
 25: 10.1530043128 (computed) - 10.1530043128 (exact) =  7.1054e-15
 26: 10.0476126591 (computed) - 10.0476126591 (exact) =  0.0000e+00
 27: 9.8976646773 (computed) - 9.8976646773 (exact) =  7.1054e-15
 28: 9.8018772322 (computed) - 9.8018772322 (exact) = -1.7764e-15
 29: 9.6481449064 (computed) - 9.6481449064 (exact) =  1.7764e-15
 30: 9.4665992123 (computed) - 9.4665992123 (exact) =  1.7764e-15
 31: 9.2935555216 (computed) - 9.2935555216 (exact) =  1.7764e-15
 32: 9.1321467365 (computed) - 9.1321467365 (exact) = -5.3291e-15
 33: 9.0161230257 (computed) - 9.0161230257 (exact) = -7.1054e-15
 34: 8.9910140478 (computed) - 8.9910140478 (exact) =  5.3291e-15
 35: 8.9582646474 (computed) - 8.9582646474 (exact) =  0.0000e+00
 36: 8.9024016339 (computed) - 8.9024016339 (exact) = -5.3291e-15
 37: 8.8022318747 (computed) - 8.8022318747 (exact) = -8.8818e-15
 38: 8.6726580947 (computed) - 8.6726580947 (exact) = -1.7764e-15
 39: 8.5525138913 (computed) - 8.5525138913 (exact) =  5.3291e-15
 40: 8.2363048471 (computed) - 8.2363048471 (exact) = -1.7764e-15
 41: 7.9788921949 (computed) - 7.9788921949 (exact) =  0.0000e+00
 42: 7.9034083804 (computed) - 7.9034083804 (exact) = -1.7764e-15
 43: 7.7183441699 (computed) - 7.7183441699 (exact) =  8.8818e-16
 44: 7.4078197237 (computed) - 7.4078197237 (exact) = -8.8818e-16
 45: 6.8824983918 (computed) - 6.8824983918 (exact) =  8.8818e-15
 46: 6.8600691407 (computed) - 6.8600691407 (exact) = -9.7700e-15
 47: 6.7815016556 (computed) - 6.7815016556 (exact) = -1.7764e-15
 48: 6.6918869713 (computed) - 6.6918869713 (exact) = -8.8818e-16
 49: 6.6166545479 (computed) - 6.6166545479 (exact) =  1.7764e-15
 50: 6.3978902462 (computed) - 6.3978902462 (exact) =  0.0000e+00
 51: 6.1365612599 (computed) - 6.1365612599 (exact) = -3.5527e-15
 52: 5.9945488227 (computed) - 5.9945488227 (exact) = -2.6645e-15
 53: 5.8830129844 (computed) - 5.8830129844 (exact) =  6.2172e-15
 54: 5.8513495694 (computed) - 5.8513495694 (exact) =  3.5527e-15
 55: 5.8415848639 (computed) - 5.8415848639 (exact) = -9.7700e-15
 56: 5.7950250975 (computed) - 5.7950250975 (exact) = -1.7764e-15
 57: 5.7037276222 (computed) - 5.7037276222 (exact) =  4.4409e-15
 58: 5.6126091280 (computed) - 5.6126091280 (exact) =  3.5527e-15
 59: 5.5157075312 (computed) - 5.5157075312 (exact) =  0.0000e+00
 60: 5.4957044060 (computed) - 5.4957044060 (exact) =  8.8818e-16
 61: 5.3891769562 (computed) - 5.3891769562 (exact) =  0.0000e+00
 62: 5.2592928498 (computed) - 5.2592928498 (exact) =  0.0000e+00
 63: 5.2431697420 (computed) - 5.2431697420 (exact) = -8.8818e-16
 64: 5.1599647194 (computed) - 5.1599647194 (exact) = -8.8818e-16
 65: 5.1074288321 (computed) - 5.1074288321 (exact) =  1.7764e-15
 66: 5.0241111486 (computed) - 5.0241111486 (exact) =  0.0000e+00
 67: 4.9635854548 (computed) - 4.9635854548 (exact) = -2.6645e-15
 68: 4.9505213592 (computed) - 4.9505213592 (exact) = -1.7764e-15
 69: 4.8896399676 (computed) - 4.8896399676 (exact) =  1.7764e-15
 70: 4.8622285824 (computed) - 4.8622285824 (exact) = -3.5527e-15
 71: 4.6890306549 (computed) - 4.6890306549 (exact) =  1.7764e-15
 72: 4.6436717857 (computed) - 4.6436717857 (exact) =  8.8818e-16
 73: 4.5606455217 (computed) - 4.5606455217 (exact) = -8.8818e-16
 74: 4.5427515046 (computed) - 4.5427515046 (exact) = -8.8818e-16
 75: 4.4780878790 (computed) - 4.4780878790 (exact) = -8.8818e-16
 76: 4.4602419453 (computed) - 4.4602419453 (exact) =  8.8818e-16
 77: 4.4353578115 (computed) - 4.4353578115 (exact) =  4.4409e-15
 78: 4.3877305823 (computed) - 4.3877305823 (exact) =  3.5527e-15
 79: 4.3600661689 (computed) - 4.3600661689 (exact) =  8.8818e-16
 80: 4.3278225667 (computed) - 4.3278225667 (exact) = -8.8818e-16
 81: 4.2463012726 (computed) - 4.2463012726 (exact) =  8.8818e-16
 82: 4.2358450859 (computed) - 4.2358450859 (exact) = -8.8818e-16
 83: 4.2253942761 (computed) - 4.2253942761 (exact) =  1.7764e-15
 84: 4.1787244883 (computed) - 4.1787244883 (exact) =  0.0000e+00
 85: 4.1735951207 (computed) - 4.1735951207 (exact) =  0.0000e+00
 86: 4.1498563902 (computed) - 4.1498563902 (exact) =  2.6645e-15
 87: 4.1409000638 (computed) - 4.1409000638 (exact) =  2.6645e-15
 88: 4.1262881162 (computed) - 4.1262881162 (exact) = -8.8818e-16
 89: 4.0743051234 (computed) - 4.0743051234 (exact) =  0.0000e+00
 90: 4.0646880214 (computed) - 4.0646880214 (exact) =  3.5527e-15
 91: 4.0472242786 (computed) - 4.0472242786 (exact) = -2.6645e-15
 92: 4.0462543715 (computed) - 4.0462543715 (exact) = -8.8818e-16
 93: 4.0319123517 (computed) - 4.0319123517 (exact) =  8.8818e-16
 94: 3.9989275087 (computed) - 3.9989275087 (exact) =  4.4409e-16
 95: 3.9572674682 (computed) - 3.9572674682 (exact) =  8.8818e-16
 96: 3.9528572859 (computed) - 3.9528572859 (exact) = -2.2204e-15
 97: 3.9129993578 (computed) - 3.9129993578 (exact) = -4.4409e-15
 98: 3.8935279488 (computed) - 3.8935279488 (exact) = -3.5527e-15
 99: 3.8902087730 (computed) - 3.8902087730 (exact) =  4.8850e-15
100: 3.8585940186 (computed) - 3.8585940186 (exact) =  0.0000e+00
101: 3.8499106572 (computed) - 3.8499106572 (exact) =  2.2204e-15
102: 3.8301765722 (computed) - 3.8301765722 (exact) = -1.3323e-15
103: 3.7883212167 (computed) - 3.7883212167 (exact) =  4.4409e-16
104: 3.7724572089 (computed) - 3.7724572089 (exact) = -4.4409e-16
105: 3.7649135016 (computed) - 3.7649135016 (exact) = -3.1086e-15
106: 3.7481950341 (computed) - 3.7481950341 (exact) =  2.2204e-15
107: 3.7425537191 (computed) - 3.7425537191 (exact) =  0.0000e+00
108: 3.7255396881 (computed) - 3.7255396881 (exact) =  0.0000e+00
109: 3.6851682898 (computed) - 3.6851682898 (exact) = -8.8818e-16
110: 3.6655937002 (computed) - 3.6655937002 (exact) =  1.3323e-15
111: 3.6591491661 (computed) - 3.6591491661 (exact) =  4.4409e-16
112: 3.6448467408 (computed) - 3.6448467408 (exact) = -4.4409e-16
113: 3.6232076242 (computed) - 3.6232076242 (exact) = -1.7764e-15
114: 3.5883567431 (computed) - 3.5883567431 (exact) =  0.0000e+00
115: 3.5768913403 (computed) - 3.5768913403 (exact) =  1.7764e-15
116: 3.5667502541 (computed) - 3.5667502541 (exact) =  1.3323e-15
117: 3.5652094366 (computed) - 3.5652094366 (exact) =  2.6645e-15
118: 3.5432796639 (computed) - 3.5432796639 (exact) = -1.7764e-15
119: 3.5404090867 (computed) - 3.5404090867 (exact) =  8.8818e-16
120: 3.5131281979 (computed) - 3.5131281979 (exact) =  8.8818e-16
121: 3.5005475126 (computed) - 3.5005475126 (exact) =  2.2204e-15
122: 3.4972996497 (computed) - 3.4972996497 (exact) = -1.3323e-15
123: 3.4833029248 (computed) - 3.4833029248 (exact) =  8.8818e-16
124: 3.4665630658 (computed) - 3.4665630658 (exact) = -8.8818e-16
125: 3.4643363857 (computed) - 3.4643363857 (exact) =  2.2204e-15
126: 3.4524186973 (computed) - 3.4524186973 (exact) = -8.8818e-16
127: 3.4320734781 (computed) - 3.4320734781 (exact) =  8.8818e-16
128: 3.4198900387 (computed) - 3.4198900387 (exact) =  1.3323e-15
129: 3.3951355826 (computed) - 3.3951355826 (exact) =  2.2204e-15
130: 3.3871143703 (computed) - 3.3871143703 (exact) = -1.7764e-15
131: 3.3402453144 (computed) - 3.3402453144 (exact) =  8.8818e-16
132: 3.3284938231 (computed) - 3.3284938231 (exact) = -8.8818e-16
133: 3.3184491955 (computed) - 3.3184491955 (exact) =  1.7764e-15
134: 3.2863971727 (computed) - 3.2863971727 (exact) =  0.0000e+00
135: 3.2171464208 (computed) - 3.2171464208 (exact) = -8.8818e-16
136: 3.2100405624 (computed) - 3.2100405624 (exact) = -4.4409e-16
137: 3.2003518289 (computed) - 3.2003518289 (exact) = -8.8818e-16
138: 3.1803232568 (computed) - 3.1803232568 (exact) =  8.8818e-16
139: 3.1745568295 (computed) - 3.1745568295 (exact) =  4.4409e-16
140: 3.1514623829 (computed) - 3.1514623829 (exact) =  4.4409e-16
141: 3.1368382999 (computed) - 3.1368382999 (exact) =  4.4409e-16
142: 3.1185311566 (computed) - 3.1185311566 (exact) =  4.4409e-16
143: 3.0972238425 (computed) - 3.0972238425 (exact) =  4.4409e-16
144: 3.0262016209 (computed) - 3.0262016209 (exact) =  4.8850e-15
145: 3.0126875664 (computed) - 3.0126875664 (exact) =  1.7764e-15
146: 2.9766929113 (computed) - 2.9766929113 (exact) =  0.0000e+00
147: 2.9510846926 (computed) - 2.9510846926 (exact) = -1.7764e-15
148: 2.9217388060 (computed) - 2.9217388060 (exact) =  0.0000e+00
149: 2.9149136456 (computed) - 2.9149136456 (exact) = -8.8818e-16
150: 2.8469577333 (computed) - 2.8469577333 (exact) = -2.2204e-15
151: 2.8142040882 (computed) - 2.8142040882 (exact) =  8.8818e-16
152: 2.8055302456 (computed) - 2.8055302456 (exact) =  0.0000e+00
153: 2.7823009834 (computed) - 2.7823009834 (exact) =  3.1086e-15
154: 2.7225825090 (computed) - 2.7225825090 (exact) =  0.0000e+00
155: 2.7029221327 (computed) - 2.7029221327 (exact) = -1.3323e-15
156: 2.6966671172 (computed) - 2.6966671172 (exact) =  2.2204e-15
157: 2.6424148525 (computed) - 2.6424148525 (exact) =  0.0000e+00
158: 2.6329321086 (computed) - 2.6329321086 (exact) =  2.2204e-15
159: 2.6231141806 (computed) - 2.6231141806 (exact) =  4.4409e-16
160: 2.6175697422 (computed) - 2.6175697422 (exact) =  0.0000e+00
161: 2.6116631033 (computed) - 2.6116631033 (exact) = -8.8818e-16
162: 2.6009542034 (computed) - 2.6009542034 (exact) =  4.4409e-16
163: 2.5970914061 (computed) - 2.5970914061 (exact) = -2.2204e-15
164: 2.5816041099 (computed) - 2.5816041099 (exact) = -4.4409e-16
165: 2.5724235268 (computed) - 2.5724235268 (exact) =  4.4409e-16
166: 2.5664336416 (computed) - 2.5664336416 (exact) = -4.4409e-16
167: 2.5528869921 (computed) - 2.5528869921 (exact) =  4.4409e-16
168: 2.5199297823 (computed) - 2.5199297823 (exact) =  0.0000e+00
169: 2.4975108996 (computed) - 2.4975108996 (exact) = -8.8818e-16
170: 2.4880275067 (computed) - 2.4880275067 (exact) =  1.3323e-15
171: 2.4806093450 (computed) - 2.4806093450 (exact) =  1.3323e-15
172: 2.4733172289 (computed) - 2.4733172289 (exact) =  4.4409e-16
173: 2.4493570096 (computed) - 2.4493570096 (exact) = -2.6645e-15
174: 2.4325729602 (computed) - 2.4325729602 (exact) =  2.2204e-15
175: 2.4187771971 (computed) - 2.4187771971 (exact) =  4.4409e-16
176: 2.4159862863 (computed) - 2.4159862863 (exact) =  1.7764e-15
177: 2.4100207464 (computed) - 2.4100207464 (exact) =  1.7764e-15
178: 2.4034416755 (computed) - 2.4034416755 (exact) = -2.2204e-15
179: 2.3905534787 (computed) - 2.3905534787 (exact) =  1.7764e-15
180: 2.3845302902 (computed) - 2.3845302902 (exact) = -2.6645e-15
181: 2.3739896031 (computed) - 2.3739896031 (exact) = -8.8818e-16
182: 2.3600603246 (computed) - 2.3600603246 (exact) =  3.1086e-15
183: 2.3495159154 (computed) - 2.3495159154 (exact) =  8.8818e-16
184: 2.3413829276 (computed) - 2.3413829276 (exact) =  8.8818e-16
185: 2.3235464013 (computed) - 2.3235464013 (exact) = -4.4409e-16
186: 2.3172243978 (computed) - 2.3172243978 (exact) =  4.4409e-16
187: 2.3052918381 (computed) - 2.3052918381 (exact) = -1.3323e-15
188: 2.2972567891 (computed) - 2.2972567891 (exact) =  4.4409e-16
189: 2.2859195274 (computed) - 2.2859195274 (exact) =  0.0000e+00
190: 2.2814929306 (computed) - 2.2814929306 (exact) =  1.7764e-15
191: 2.2732354031 (computed) - 2.2732354031 (exact) =  0.0000e+00
192: 2.2678448025 (computed) - 2.2678448025 (exact) =  0.0000e+00
193: 2.2672714482 (computed) - 2.2672714482 (exact) = -1.7764e-15
194: 2.2662974240 (computed) - 2.2662974240 (exact) = -3.1086e-15
195: 2.2587520736 (computed) - 2.2587520736 (exact) = -1.3323e-15
196: 2.2526963722 (computed) - 2.2526963722 (exact) = -8.8818e-16
197: 2.2511685776 (computed) - 2.2511685776 (exact) = -2.2204e-15
198: 2.2496567466 (computed) - 2.2496567466 (exact) =  4.4409e-16
199: 2.2286817595 (computed) - 2.2286817595 (exact) =  8.8818e-16
200: 2.2258837033 (computed) - 2.2258837033 (exact) = -1.3323e-15
201: 2.2076017234 (computed) - 2.2076017234 (exact) = -1.3323e-15
